,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
All Accounts Gain/Loss Detail,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Previous Year Realized Gain/Loss for All Accounts as of 06/04/26 06:42:01 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Account Number,Name,Symbol,CUSIP,Quantity,Date Acquired,Holding Period,Date Sold,Unit Cost($),Wash Sale Cost Adj($),Total Cost($),Adjusted Cost($),Proceeds($),Realized Gain/Loss($),Realized Gain/Loss(%),Wash Sale Disallowed($),Covered Indicator,Wash Sale Indicator
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.031,2020-07-31 00:00:00,Long,2025-07-25 00:00:00,30.32258,0,0.94,0.94,0.74,-0.2,-21.27659574468085,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.028,2020-08-31 00:00:00,Long,2025-07-25 00:00:00,30,0,0.84,0.84,0.67,-0.17,-20.238095238095237,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.03,2020-09-30 00:00:00,Long,2025-07-25 00:00:00,30,0,0.9,0.9,0.71,-0.19,-21.11111111111111,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.033,2020-10-30 00:00:00,Long,2025-07-25 00:00:00,29.39394,0,0.97,0.97,0.78,-0.19,-19.58762886597938,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.029,2020-11-30 00:00:00,Long,2025-07-25 00:00:00,30.68966,0,0.89,0.89,0.69,-0.2,-22.471910112359552,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.118,2020-12-17 00:00:00,Long,2025-07-25 00:00:00,29.57627,0,3.49,3.49,2.81,-0.68,-19.484240687679083,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.21,2020-12-17 00:00:00,Long,2025-07-25 00:00:00,29.61905,0,6.22,6.22,4.99,-1.23,-19.774919614147908,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.037,2020-12-31 00:00:00,Long,2025-07-25 00:00:00,29.45946,0,1.09,1.09,0.87,-0.22,-20.18348623853211,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.034,2021-01-29 00:00:00,Long,2025-07-25 00:00:00,29.11765,0,0.99,0.99,0.81,-0.18,-18.181818181818183,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.05,2021-02-26 00:00:00,Long,2025-07-25 00:00:00,29,0,1.45,1.45,1.19,-0.26,-17.93103448275862,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.054,2021-03-31 00:00:00,Long,2025-07-25 00:00:00,28.14815,0,1.52,1.52,1.28,-0.24,-15.789473684210527,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.055,2021-04-30 00:00:00,Long,2025-07-25 00:00:00,28.90909,0,1.59,1.59,1.31,-0.28,-17.61006289308176,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.047,2021-05-28 00:00:00,Long,2025-07-25 00:00:00,28.51064,0,1.34,1.34,1.11,-0.23,-17.16417910447761,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.049,2021-06-30 00:00:00,Long,2025-07-25 00:00:00,28.97959,0,1.42,1.42,1.17,-0.25,-17.6056338028169,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.05,2021-07-30 00:00:00,Long,2025-07-25 00:00:00,29.6,0,1.48,1.48,1.18,-0.3,-20.27027027027027,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.046,2021-08-31 00:00:00,Long,2025-07-25 00:00:00,29.56522,0,1.36,1.36,1.1,-0.26,-19.11764705882353,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.044,2021-09-30 00:00:00,Long,2025-07-25 00:00:00,29.09091,0,1.28,1.28,1.04,-0.24,-18.75,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.048,2021-10-29 00:00:00,Long,2025-07-25 00:00:00,28.75,0,1.38,1.38,1.14,-0.24,-17.391304347826086,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.044,2021-11-30 00:00:00,Long,2025-07-25 00:00:00,29.09091,0,1.28,1.28,1.05,-0.23,-17.96875,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.109,2021-12-16 00:00:00,Long,2025-07-25 00:00:00,28.7156,0,3.13,3.13,2.59,-0.54,-17.252396166134186,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.087,2021-12-16 00:00:00,Long,2025-07-25 00:00:00,28.62069,0,2.49,2.49,2.07,-0.42,-16.867469879518072,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.05,2021-12-31 00:00:00,Long,2025-07-25 00:00:00,28.6,0,1.43,1.43,1.18,-0.25,-17.482517482517483,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.049,2022-01-31 00:00:00,Long,2025-07-25 00:00:00,27.7551,0,1.36,1.36,1.17,-0.19,-13.970588235294118,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.048,2022-02-28 00:00:00,Long,2025-07-25 00:00:00,27.5,0,1.32,1.32,1.14,-0.18,-13.636363636363635,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.062,2022-03-31 00:00:00,Long,2025-07-25 00:00:00,26.45161,0,1.64,1.64,1.48,-0.16,-9.75609756097561,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.087,2022-04-29 00:00:00,Long,2025-07-25 00:00:00,25.4023,0,2.21,2.21,2.07,-0.14,-6.334841628959277,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.088,2022-05-31 00:00:00,Long,2025-07-25 00:00:00,25,0,2.2,2.2,2.09,-0.11,-5,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.092,2022-06-30 00:00:00,Long,2025-07-25 00:00:00,24.45652,0,2.25,2.25,2.18,-0.07,-3.1111111111111116,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.103,2022-07-29 00:00:00,Long,2025-07-25 00:00:00,25.14563,0,2.59,2.59,2.45,-0.14,-5.405405405405405,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.106,2022-08-31 00:00:00,Long,2025-07-25 00:00:00,24.43396,0,2.59,2.59,2.52,-0.07,-2.7027027027027026,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.113,2022-09-30 00:00:00,Long,2025-07-25 00:00:00,23.18584,0,2.62,2.62,2.68,0.06,2.2900763358778624,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.119,2022-10-31 00:00:00,Long,2025-07-25 00:00:00,22.60504,0,2.69,2.69,2.83,0.14,5.204460966542751,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.113,2022-11-30 00:00:00,Long,2025-07-25 00:00:00,23.45133,0,2.65,2.65,2.69,0.04,1.509433962264151,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.13,2022-12-30 00:00:00,Long,2025-07-25 00:00:00,23.23077,0,3.02,3.02,3.08,0.06,1.9867549668874174,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.097,2023-01-31 00:00:00,Long,2025-07-25 00:00:00,24.12371,0,2.34,2.34,2.31,-0.03,-1.282051282051282,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.11,2023-02-28 00:00:00,Long,2025-07-25 00:00:00,23.54545,0,2.59,2.59,2.61,0.02,0.7722007722007722,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.121,2023-03-31 00:00:00,Long,2025-07-25 00:00:00,23.8843,0,2.89,2.89,2.88,-0.01,-0.34602076124567477,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.097,2023-04-28 00:00:00,Long,2025-07-25 00:00:00,23.81443,0,2.31,2.31,2.3,-0.01,-0.4329004329004329,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.111,2023-05-31 00:00:00,Long,2025-07-25 00:00:00,23.6036,0,2.62,2.62,2.64,0.02,0.7633587786259542,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.125,2023-06-30 00:00:00,Long,2025-07-25 00:00:00,23.36,0,2.92,2.92,2.97,0.05,1.7123287671232876,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.105,2023-07-31 00:00:00,Long,2025-07-25 00:00:00,23.33333,0,2.45,2.45,2.49,0.04,1.6326530612244898,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.115,2023-08-31 00:00:00,Long,2025-07-25 00:00:00,23.13043,0,2.66,2.66,2.74,0.08,3.007518796992481,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.133,2023-09-29 00:00:00,Long,2025-07-25 00:00:00,22.55639,0,3,3,3.16,0.16,5.333333333333334,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.136,2023-10-31 00:00:00,Long,2025-07-25 00:00:00,21.98529,0,2.99,2.99,3.23,0.24,8.02675585284281,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.135,2023-11-30 00:00:00,Long,2025-07-25 00:00:00,22.96296,0,3.1,3.1,3.21,0.11,3.548387096774194,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.137,2023-12-29 00:00:00,Long,2025-07-25 00:00:00,23.79562,0,3.26,3.26,3.25,-0.01,-0.3067484662576687,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.115,2024-01-31 00:00:00,Long,2025-07-25 00:00:00,23.73913,0,2.73,2.73,2.73,0,0,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.115,2024-02-29 00:00:00,Long,2025-07-25 00:00:00,23.47826,0,2.7,2.7,2.74,0.04,1.4814814814814816,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.124,2024-03-28 00:00:00,Long,2025-07-25 00:00:00,23.46774,0,2.91,2.91,2.94,0.03,1.0309278350515465,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.121,2024-04-30 00:00:00,Long,2025-07-25 00:00:00,22.80992,0,2.76,2.76,2.88,0.12,4.3478260869565215,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.144,2024-05-31 00:00:00,Long,2025-07-25 00:00:00,23.125,0,3.33,3.33,3.42,0.09,2.7027027027027026,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.128,2024-06-28 00:00:00,Long,2025-07-25 00:00:00,23.4375,0,3,3,3.04,0.04,1.3333333333333335,0,,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,1.713,2016-12-01 00:00:00,Long,2025-07-24 00:00:00,26.36894,0,45.17,45.17,40.63,-4.54,-10.050918751383662,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.484,2016-09-30 00:00:00,Long,2025-06-09 00:00:00,27.27273,0,13.2,13.2,11.39,-1.81,-13.712121212121213,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.953,2016-10-31 00:00:00,Long,2025-06-09 00:00:00,27.08046,0,161.21,161.21,140.08,-21.13,-13.107127349420011,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.289,2016-11-30 00:00:00,Long,2025-06-09 00:00:00,26.60995,0,167.35,167.35,147.98,-19.37,-11.574544368090828,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.123,2017-02-28 00:00:00,Long,2025-06-09 00:00:00,26.66993,0,163.3,163.3,144.08,-19.22,-11.769748928352726,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.022,2017-03-31 00:00:00,Long,2025-06-09 00:00:00,26.6722,0,160.62,160.62,141.69,-18.93,-11.785580874112814,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.448,2017-04-28 00:00:00,Long,2025-06-09 00:00:00,26.83003,0,146.17,146.17,128.19,-17.98,-12.300745707053432,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.624,2017-05-31 00:00:00,Long,2025-06-09 00:00:00,26.98068,0,178.72,178.72,155.86,-22.86,-12.790957923008056,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.986,2017-06-30 00:00:00,Long,2025-06-09 00:00:00,26.99967,0,161.62,161.62,140.85,-20.77,-12.851132285608216,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.944,2017-07-31 00:00:00,Long,2025-06-09 00:00:00,26.98183,0,160.38,160.38,139.86,-20.52,-12.794612794612794,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,7.142,2017-08-31 00:00:00,Long,2025-06-09 00:00:00,27.17866,0,194.11,194.11,168.05,-26.06,-13.425377363350677,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.915,2017-09-29 00:00:00,Long,2025-06-09 00:00:00,27.07016,0,160.12,160.12,139.18,-20.94,-13.077691731201599,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.967,2017-10-31 00:00:00,Long,2025-06-09 00:00:00,27.09067,0,161.65,161.65,140.4,-21.25,-13.145685122177545,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.399,2017-11-30 00:00:00,Long,2025-06-09 00:00:00,27.13095,0,146.48,146.48,127.04,-19.44,-13.271436373566356,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.167,2017-12-29 00:00:00,Long,2025-06-09 00:00:00,27.21889,0,140.64,140.64,121.58,-19.06,-13.552332195676904,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.173,2018-01-31 00:00:00,Long,2025-06-09 00:00:00,27.0694,0,140.03,140.03,121.72,-18.31,-13.075769477969008,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.787,2018-02-28 00:00:00,Long,2025-06-09 00:00:00,26.86025,0,128.58,128.58,112.64,-15.94,-12.396951314356821,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.63,2018-03-29 00:00:00,Long,2025-06-09 00:00:00,26.96092,0,151.79,151.79,132.48,-19.31,-12.721523156993214,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,1.293,2018-04-30 00:00:00,Long,2025-06-09 00:00:00,26.82908,0,34.69,34.69,30.43,-4.26,-12.280196021908331,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.05,2018-05-31 00:00:00,Long,2025-06-09 00:00:00,26.92079,0,135.95,135.95,118.83,-17.12,-12.592865023905848,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.747,2018-06-29 00:00:00,Long,2025-06-09 00:00:00,26.89909,0,127.69,127.69,111.69,-16,-12.530346933980734,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.695,2018-07-31 00:00:00,Long,2025-06-09 00:00:00,26.80937,0,125.87,125.87,110.47,-15.4,-12.234845475490586,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.81,2018-08-31 00:00:00,Long,2025-06-09 00:00:00,26.90229,0,129.4,129.4,113.18,-16.22,-12.534775888717157,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.386,2018-09-28 00:00:00,Long,2025-06-09 00:00:00,26.71227,0,117.16,117.16,103.21,-13.95,-11.90679412768863,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.905,2018-12-20 00:00:00,Long,2025-06-09 00:00:00,26.64088,0,24.11,24.11,21.29,-2.82,-11.696391538780588,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,7.325,2018-12-20 00:00:00,Long,2025-06-09 00:00:00,26.63072,0,195.07,195.07,172.36,-22.71,-11.641974675757421,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,3.03,2018-12-31 00:00:00,Long,2025-06-09 00:00:00,26.58746,0,80.56,80.56,71.3,-9.26,-11.494538232373385,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.172,2019-03-29 00:00:00,Long,2025-06-09 00:00:00,26.77881,0,138.5,138.5,121.7,-16.8,-12.129963898916968,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.028,2019-04-30 00:00:00,Long,2025-06-09 00:00:00,26.73192,0,161.14,161.14,141.83,-19.31,-11.983368499441479,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.483,2019-05-31 00:00:00,Long,2025-06-09 00:00:00,27.16181,0,176.09,176.09,152.55,-23.54,-13.368164007041853,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.894,2019-06-28 00:00:00,Long,2025-06-09 00:00:00,27.19036,0,160.26,160.26,138.69,-21.57,-13.459378509921377,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.206,2019-07-31 00:00:00,Long,2025-06-09 00:00:00,27.14148,0,168.44,168.44,146.02,-22.42,-13.310377582521967,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.818,2019-08-30 00:00:00,Long,2025-06-09 00:00:00,27.64008,0,160.81,160.81,136.9,-23.91,-14.868478328462162,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.002,2019-09-30 00:00:00,Long,2025-06-09 00:00:00,27.44902,0,137.3,137.3,117.7,-19.6,-14.275309541150765,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.8,2019-10-31 00:00:00,Long,2025-06-09 00:00:00,27.39792,0,131.51,131.51,112.94,-18.57,-14.120599193977643,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.13,2019-11-29 00:00:00,Long,2025-06-09 00:00:00,27.29298,0,112.72,112.72,97.17,-15.55,-13.795244854506741,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.161,2019-12-31 00:00:00,Long,2025-06-09 00:00:00,27.11848,0,112.84,112.84,97.91,-14.93,-13.231123714994684,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.596,2020-01-31 00:00:00,Long,2025-06-09 00:00:00,27.64143,0,127.04,127.04,108.14,-18.9,-14.877204030226698,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,3.893,2016-08-18 00:00:00,Long,2025-06-09 00:00:00,28.112,0.12,109.44,109.44,91.6,-17.84,-16.301169590643276,0,C,H
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.47,2016-09-19 00:00:00,Long,2025-06-09 00:00:00,27.82998,0.13,124.4,124.4,105.18,-19.22,-15.45016077170418,0,C,H
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.427,2020-04-30 00:00:00,Long,2025-06-09 00:00:00,28.281,0,125.2,125.2,104.16,-21.04,-16.80511182108626,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.651,2020-05-29 00:00:00,Long,2025-06-09 00:00:00,28.71856,0,133.57,133.57,109.43,-24.14,-18.072920565995357,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.551,2020-06-30 00:00:00,Long,2025-06-09 00:00:00,29.1782,0,132.79,132.79,107.08,-25.71,-19.36139769560961,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.557,2020-07-31 00:00:00,Long,2025-06-09 00:00:00,29.90783,0,136.29,136.29,107.23,-29.06,-21.32218064421454,29.06,C,W
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.145,2020-08-31 00:00:00,Long,2025-06-09 00:00:00,29.7877,0,123.47,123.47,97.53,-25.94,-21.009152020733783,25.94,C,W
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.368,2020-09-30 00:00:00,Long,2025-06-09 00:00:00,29.78261,0,10.96,10.96,8.66,-2.3,-20.985401459854014,2.3,C,W
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.055,2020-09-30 00:00:00,Long,2025-06-09 00:00:00,29.77805,0,120.75,120.75,95.42,-25.33,-20.977225672877847,25.33,C,W
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.799,2020-10-30 00:00:00,Long,2025-06-09 00:00:00,29.59783,0,142.04,142.04,112.92,-29.12,-20.501267248662348,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.279,2020-11-30 00:00:00,Long,2025-06-09 00:00:00,30.27109,0,129.53,129.53,100.68,-28.85,-22.272832548444377,28.85,C,W
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,17.576,2020-12-17 00:00:00,Long,2025-06-09 00:00:00,29.54995,0,519.37,519.37,413.56,-105.81,-20.37275930454204,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,31.282,2020-12-17 00:00:00,Long,2025-06-09 00:00:00,29.55022,0,924.39,924.39,736.07,-188.32,-20.372353660251626,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.588,2020-12-31 00:00:00,Long,2025-06-09 00:00:00,29.71088,0,17.47,17.47,13.84,-3.63,-20.778477389811105,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.915,2020-12-31 00:00:00,Long,2025-06-09 00:00:00,29.69888,0,145.97,145.97,115.64,-30.33,-20.778242104542027,30.33,C,W
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.191,2021-01-29 00:00:00,Long,2025-06-09 00:00:00,29.39871,0,123.21,123.21,98.62,-24.59,-19.957795633471306,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.014,2021-02-26 00:00:00,Long,2025-06-09 00:00:00,28.86119,0,144.71,144.71,117.98,-26.73,-18.47142560984037,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.422,2021-03-31 00:00:00,Long,2025-06-09 00:00:00,28.40096,0,153.99,153.99,127.58,-26.41,-17.150464315864667,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.577,2021-04-30 00:00:00,Long,2025-06-09 00:00:00,28.6516,0,159.79,159.79,131.23,-28.56,-17.873458914825708,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.745,2021-05-28 00:00:00,Long,2025-06-09 00:00:00,28.75237,0,136.43,136.43,111.65,-24.78,-18.163160595177015,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.915,2021-06-30 00:00:00,Long,2025-06-09 00:00:00,29.0824,0,142.94,142.94,115.65,-27.29,-19.091926682524136,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.057,2021-07-30 00:00:00,Long,2025-06-09 00:00:00,29.34942,0,148.42,148.42,118.99,-29.43,-19.828864034496696,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.714,2021-08-31 00:00:00,Long,2025-06-09 00:00:00,29.25753,0,137.92,137.92,110.92,-27,-19.57656612529002,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.454,2021-09-30 00:00:00,Long,2025-06-09 00:00:00,28.97171,0,129.04,129.04,104.8,-24.24,-18.78487290762554,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.807,2021-10-29 00:00:00,Long,2025-06-09 00:00:00,28.92865,0,139.06,139.06,113.11,-25.95,-18.66100963612829,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.426,2021-11-30 00:00:00,Long,2025-06-09 00:00:00,28.91098,0,127.96,127.96,104.15,-23.81,-18.60737730540794,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,10.932,2021-12-16 00:00:00,Long,2025-06-09 00:00:00,28.61965,0,312.87,312.87,257.23,-55.64,-17.783744047048295,0,C,
