,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
All Accounts Gain/Loss Detail,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Previous Year Realized Gain/Loss for All Accounts as of 06/04/26 06:42:01 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Account Number,Name,Symbol,CUSIP,Quantity,Date Acquired,Holding Period,Date Sold,Unit Cost($),Wash Sale Cost Adj($),Total Cost($),Adjusted Cost($),Proceeds($),Realized Gain/Loss($),Realized Gain/Loss(%),Wash Sale Disallowed($),Covered Indicator,Wash Sale Indicator
Portfolio Management - 0827,ABBEY CPTL FUTURES STRATEGY I,ABYIX,74925K367,429.488,2022-12-06 00:00:00,Long,2025-06-09 00:00:00,11.74,0,5042.19,5042.19,4483.85,-558.34,-11.073362963315544,0,C,
Portfolio Management - 0827,ABBEY CPTL FUTURES STRATEGY I,ABYIX,74925K367,105.353,2023-12-07 00:00:00,Long,2025-06-09 00:00:00,11.09005,0,1168.37,1168.37,1099.89,-68.48,-5.861156996499397,0,C,
Portfolio Management IRA - 7852,ABBEY CPTL FUTURES STRATEGY I,ABYIX,74925K367,2.622,2024-12-05 00:00:00,Short,2025-07-25 00:00:00,10.86957,0,28.5,28.5,27.61,-0.89,-3.1228070175438596,0,,
Portfolio Management - 0827,ABBEY CPTL FUTURES STRATEGY I,ABYIX,74925K367,112.697,2024-12-05 00:00:00,Short,2025-06-09 00:00:00,10.87003,0,1225.02,1225.02,1176.55,-48.47,-3.9566700951821194,0,C,
Portfolio Management - 0827,ABBVIE INC COM,ABBV,00287Y109,66,2022-08-03 00:00:00,Long,2025-06-09 00:00:00,141.98,0,9370.68,9370.68,12492.15,3121.47,33.31102972249612,0,C,
Portfolio Management - 0827,ALLSTATE CORP,ALL,020002101,29,2025-02-26 00:00:00,Short,2025-06-09 00:00:00,190.46655,0,5523.53,5523.53,5792.77,269.24,4.874419076206702,0,C,
Portfolio Management - 0827,ALPHABET INC CL A,GOOGL,02079K305,65,2025-04-09 00:00:00,Short,2025-06-09 00:00:00,144.92985,0,9420.44,9420.44,11440.98,2020.54,21.448467375196913,0,C,
Portfolio Management - 0827,ALPHABET INC CL A,GOOGL,02079K305,20,2022-02-24 00:00:00,Long,2025-06-09 00:00:00,127.2275,0,2544.55,2544.55,3520.3,975.75,38.34666247470083,0,C,
Portfolio Management - 0827,ALPHABET INC CL A,GOOGL,02079K305,77,2022-09-06 00:00:00,Long,2025-06-09 00:00:00,106.64623,0,8211.76,8211.76,13553.15,5341.39,65.04561750465187,0,C,
Portfolio Management - 0827,AMAZON COM INC,AMZN,023135106,52,2025-04-09 00:00:00,Short,2025-06-09 00:00:00,172.76192,0,8983.62,8983.62,11283.48,2299.86,25.600593079404515,0,C,
Portfolio Management - 0827,AMAZON COM INC,AMZN,023135106,84,2020-03-18 00:00:00,Long,2025-06-09 00:00:00,89.33595,0,7504.22,7504.22,18227.16,10722.94,142.89213269333786,0,C,
Portfolio Management IRA - 7350,AMERICAN ELEC PWR CO INC,AEP,025537101,28,2022-08-03 00:00:00,Long,2025-07-24 00:00:00,97.97643,0,2743.34,2743.34,3057.63,314.29,11.45647276677335,0,,
Portfolio Management IRA - 7350,AMERICAN ELEC PWR CO INC,AEP,025537101,1,2023-04-13 00:00:00,Long,2025-07-24 00:00:00,93.22,0,93.22,93.22,109.2,15.98,17.142244153615103,0,,
Portfolio Management IRA - 7854,AMERICAN ELEC PWR CO INC,AEP,025537101,192,2022-08-03 00:00:00,Long,2025-07-24 00:00:00,97.97641,0,18811.47,18811.47,20966.59,2155.12,11.456414623631222,0,,
Portfolio Management IRA - 7854,AMERICAN ELEC PWR CO INC,AEP,025537101,2,2023-04-13 00:00:00,Long,2025-07-24 00:00:00,93.3,0,186.6,186.6,218.4,31.8,17.041800643086816,0,,
Portfolio Management - 0827,AMERICAN ELEC PWR CO INC,AEP,025537101,125,2024-01-18 00:00:00,Long,2025-07-24 00:00:00,78.42,0,9802.5,9802.5,13650.13,3847.63,39.25151747003316,0,C,
Portfolio Management - 0827,AMERICAN ELEC PWR CO INC,AEP,025537101,72,2024-01-18 00:00:00,Long,2025-06-09 00:00:00,78.42,0,5646.24,5646.24,7354.13,1707.89,30.24827141602199,0,C,
Portfolio Management - 0827,APPLE INC,AAPL,037833100,17,2017-03-20 00:00:00,Long,2025-06-09 00:00:00,35.27941,0,599.75,599.75,3413.76,2814.01,469.197165485619,0,C,
Portfolio Management - 0827,APPLE INC,AAPL,037833100,16,2017-07-25 00:00:00,Long,2025-06-09 00:00:00,38.36438,0,613.83,613.83,3212.96,2599.13,423.42831077008293,0,C,
Portfolio Management - 0827,APPLE INC,AAPL,037833100,24,2018-09-26 00:00:00,Long,2025-06-09 00:00:00,55.63208,0,1335.17,1335.17,4819.43,3484.26,260.9600275620333,0,C,
Portfolio Management - 0827,APPLE INC,AAPL,037833100,8,2019-03-11 00:00:00,Long,2025-06-09 00:00:00,44.70625,0,357.65,357.65,1606.47,1248.82,349.17377324199634,0,C,
Portfolio Management - 0827,APPLE INC,AAPL,037833100,12,2022-02-24 00:00:00,Long,2025-06-09 00:00:00,155.05167,0,1860.62,1860.62,2409.72,549.1,29.51166815362621,0,C,
Portfolio Management IRA - 7854,ARGENX SE ADR,ARGX,04016X101,1,2025-07-24 00:00:00,Short,2025-11-10 00:00:00,583.11,0,583.11,583.11,862.44,279.33,47.90348304779544,0,,
Portfolio Management - 0827,ASML HOLDING NV NY REG NEW,ASML,N07059210,7,2025-01-13 00:00:00,Short,2025-06-09 00:00:00,724.2,0,5069.4,5069.4,5437.57,368.17,7.262595178916638,0,C,
Portfolio Management - 0827,BLACKROCK INC,BLK,09290D101,4,2024-05-10 00:00:00,Long,2025-11-05 00:00:00,798.225,0,3192.9,3192.9,4284.77,1091.87,34.19681167590591,0,C,
Portfolio Management - 0827,BLACKROCK INC,BLK,09290D101,10,2024-05-10 00:00:00,Long,2025-06-09 00:00:00,798.226,0,7982.26,7982.26,9931.7,1949.44,24.42215613122098,0,C,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,42.713,2019-03-25 00:00:00,Long,2025-07-25 00:00:00,12.97989,0,554.41,554.41,660.77,106.36,19.184358146498077,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,20.549,2021-01-20 00:00:00,Long,2025-07-25 00:00:00,13.9598,0,286.86,286.86,317.9,31.04,10.820609356480514,0,,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,9.459,2021-12-27 00:00:00,Long,2025-06-09 00:00:00,14.51951,0,137.34,137.34,145.38,8.04,5.854084753167323,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,1359.367,2022-09-06 00:00:00,Long,2025-06-09 00:00:00,13.75,0,18691.3,18691.3,20893.47,2202.17,11.781791528679117,0,C,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.187,2019-06-13 00:00:00,Long,2025-07-25 00:00:00,13.1016,0,2.45,2.45,2.89,0.44,17.959183673469386,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.251,2019-09-12 00:00:00,Long,2025-07-25 00:00:00,13.22709,0,3.32,3.32,3.89,0.57,17.168674698795183,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.3,2019-12-18 00:00:00,Long,2025-07-25 00:00:00,13.3,0,3.99,3.99,4.64,0.65,16.290726817042607,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.02,2019-12-31 00:00:00,Long,2025-07-25 00:00:00,13,0,0.26,0.26,0.31,0.05,19.23076923076923,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.17,2020-03-19 00:00:00,Long,2025-07-25 00:00:00,12.47059,0,2.12,2.12,2.63,0.51,24.056603773584907,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.124,2020-06-18 00:00:00,Long,2025-07-25 00:00:00,13.30645,0,1.65,1.65,1.92,0.27,16.363636363636363,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.12,2020-12-22 00:00:00,Long,2025-07-25 00:00:00,13.91667,0,1.67,1.67,1.85,0.18,10.778443113772456,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.167,2021-06-16 00:00:00,Long,2025-07-25 00:00:00,14.19162,0,2.37,2.37,2.58,0.21,8.860759493670885,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.063,2021-09-15 00:00:00,Long,2025-07-25 00:00:00,14.28571,0,0.9,0.9,0.97,0.07,7.777777777777779,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.071,2021-12-20 00:00:00,Long,2025-07-25 00:00:00,14.50704,0,1.03,1.03,1.1,0.07,6.7961165048543695,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.015,2022-03-15 00:00:00,Long,2025-07-25 00:00:00,14,0,0.21,0.21,0.23,0.02,9.523809523809524,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.059,2022-06-15 00:00:00,Long,2025-07-25 00:00:00,13.55932,0,0.8,0.8,0.92,0.12,15,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.118,2022-09-15 00:00:00,Long,2025-07-25 00:00:00,13.72881,0,1.62,1.62,1.82,0.2,12.345679012345679,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.471,2022-12-21 00:00:00,Long,2025-07-25 00:00:00,13.77919,0,6.49,6.49,7.29,0.8,12.326656394453003,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.094,2023-03-15 00:00:00,Long,2025-07-25 00:00:00,14.04255,0,1.32,1.32,1.45,0.13,9.84848484848485,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.189,2023-06-15 00:00:00,Long,2025-07-25 00:00:00,14.44444,0,2.73,2.73,2.93,0.2,7.326007326007326,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.333,2023-09-15 00:00:00,Long,2025-07-25 00:00:00,14.59459,0,4.86,4.86,5.15,0.29,5.967078189300411,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.888,2023-12-21 00:00:00,Long,2025-07-25 00:00:00,14.17793,0,12.59,12.59,13.74,1.15,9.134233518665608,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,1.296,2023-12-21 00:00:00,Long,2025-07-25 00:00:00,14.16667,0,18.36,18.36,20.05,1.69,9.20479302832244,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,1.08,2023-12-21 00:00:00,Long,2025-07-25 00:00:00,14.16667,0,15.3,15.3,16.7,1.4,9.15032679738562,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.127,2024-03-15 00:00:00,Long,2025-07-25 00:00:00,14.33071,0,1.82,1.82,1.97,0.15,8.241758241758241,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.244,2024-06-14 00:00:00,Long,2025-07-25 00:00:00,14.59016,0,3.56,3.56,3.77,0.21,5.8988764044943816,0,,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,11.373,2020-12-22 00:00:00,Long,2025-06-09 00:00:00,13.86002,0,157.63,157.63,174.8,17.17,10.892596586944109,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,10.765,2021-06-16 00:00:00,Long,2025-06-09 00:00:00,14.20065,0,152.87,152.87,165.46,12.59,8.235755871001505,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,4.038,2021-09-15 00:00:00,Long,2025-06-09 00:00:00,14.33135,0,57.87,57.87,62.06,4.19,7.2403663383445656,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,4.618,2021-12-20 00:00:00,Long,2025-06-09 00:00:00,14.41966,0,66.59,66.59,70.98,4.39,6.5925814686889925,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,1.067,2022-03-15 00:00:00,Long,2025-06-09 00:00:00,14.11434,0,15.06,15.06,16.4,1.34,8.897742363877821,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,8.242,2022-09-15 00:00:00,Long,2025-06-09 00:00:00,13.7503,0,113.33,113.33,126.68,13.35,11.779758228183182,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,32.901,2022-12-21 00:00:00,Long,2025-06-09 00:00:00,13.76979,0,453.04,453.04,505.69,52.65,11.621490376125728,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,6.609,2023-03-15 00:00:00,Long,2025-06-09 00:00:00,13.98094,0,92.4,92.4,101.58,9.18,9.935064935064934,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,13.165,2023-06-15 00:00:00,Long,2025-06-09 00:00:00,14.44968,0,190.23,190.23,202.35,12.12,6.371234821006151,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,23.245,2023-09-15 00:00:00,Long,2025-06-09 00:00:00,14.5898,0,339.14,339.14,357.27,18.13,5.3458748599398485,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,62.026,2023-12-21 00:00:00,Long,2025-06-09 00:00:00,14.17003,0,878.91,878.91,953.34,74.43,8.46844386797283,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,90.429,2023-12-21 00:00:00,Long,2025-06-09 00:00:00,14.17001,0,1281.38,1281.38,1389.89,108.51,8.468213956827794,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,75.353,2023-12-21 00:00:00,Long,2025-06-09 00:00:00,14.16997,0,1067.75,1067.75,1158.18,90.43,8.469210957621165,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,8.844,2024-03-15 00:00:00,Long,2025-06-09 00:00:00,14.37019,0,127.09,127.09,135.93,8.84,6.9557006845542535,0,C,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.241,2024-09-16 00:00:00,Short,2025-07-25 00:00:00,14.81328,0,3.57,3.57,3.73,0.16,4.481792717086835,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.795,2024-12-23 00:00:00,Short,2025-07-25 00:00:00,14.91824,0,11.86,11.86,12.3,0.44,3.7099494097807755,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.116,2025-03-17 00:00:00,Short,2025-07-25 00:00:00,15.08621,0,1.75,1.75,1.79,0.04,2.285714285714286,0,,
Portfolio Management IRA - 7852,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,0.226,2025-06-16 00:00:00,Short,2025-07-25 00:00:00,15.30973,0,3.46,3.46,3.5,0.04,1.1560693641618496,0,,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,17.055,2024-06-14 00:00:00,Short,2025-06-09 00:00:00,14.56992,0,248.49,248.49,262.14,13.65,5.493178799951709,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,16.836,2024-09-16 00:00:00,Short,2025-06-09 00:00:00,14.82003,0,249.51,249.51,258.77,9.26,3.711274097230572,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,55.493,2024-12-23 00:00:00,Short,2025-06-09 00:00:00,14.92008,0,827.96,827.96,852.93,24.97,3.0158461761437754,0,C,
Portfolio Management - 0827,CALAMOS MARKET NEUTRAL INC I,CMNIX,128119880,8.104,2025-03-17 00:00:00,Short,2025-06-09 00:00:00,15.0691,0,122.12,122.12,124.56,2.44,1.9980347199475927,0,C,
Portfolio Management - 0827,CHEVRON CORP,CVX,166764100,3,2016-10-03 00:00:00,Long,2025-06-09 00:00:00,101.94,0,305.82,305.82,426.12,120.3,39.336864822444575,0,C,
Portfolio Management - 0827,CHEVRON CORP,CVX,166764100,22,2021-01-20 00:00:00,Long,2025-06-09 00:00:00,94.94,0,2088.68,2088.68,3124.88,1036.2,49.610280176953864,0,C,
Portfolio Management - 0827,COCA COLA CO,KO,191216100,11,2024-01-18 00:00:00,Long,2025-11-05 00:00:00,59.95,0,659.45,659.45,752.2,92.75,14.064750928804306,0,C,
Portfolio Management - 0827,COCA COLA CO,KO,191216100,94,2024-01-18 00:00:00,Long,2025-06-09 00:00:00,59.94989,0,5635.29,5635.29,6725.23,1089.94,19.341329372578873,0,C,
Portfolio Management IRA - 7350,COMCAST CORP (NEW) CLASS A,CMCSA,20030N101,74,2022-01-27 00:00:00,Long,2025-02-26 00:00:00,48.70892,0,3604.46,3604.46,2611.76,-992.7,-27.540879909889416,0,,
Portfolio Management IRA - 7350,COMCAST CORP (NEW) CLASS A,CMCSA,20030N101,3,2023-04-13 00:00:00,Long,2025-02-26 00:00:00,38.19667,0,114.59,114.59,105.88,-8.71,-7.601012304738634,0,,
Portfolio Management IRA - 7854,COMCAST CORP (NEW) CLASS A,CMCSA,20030N101,481,2022-01-27 00:00:00,Long,2025-02-26 00:00:00,48.7089,0,23428.98,23428.98,16976.43,-6452.55,-27.54089166493804,0,,
Portfolio Management IRA - 7854,COMCAST CORP (NEW) CLASS A,CMCSA,20030N101,8,2023-04-13 00:00:00,Long,2025-02-26 00:00:00,38.22,0,305.76,305.76,282.35,-23.41,-7.656331763474621,0,,
Portfolio Management - 0827,COMCAST CORP (NEW) CLASS A,CMCSA,20030N101,492,2022-09-06 00:00:00,Long,2025-02-26 00:00:00,35.20839,0,17322.53,17322.53,17364.65,42.12,0.24315154887883006,0,C,
Portfolio Management IRA - 7852,CONS STAPLES SEL SECT SPDR FD,XLP,81369Y308,2,2022-01-28 00:00:00,Long,2025-07-25 00:00:00,73.99,0,147.98,147.98,162.29,14.31,9.670225706176511,0,,
Portfolio Management IRA - 7852,CONS STAPLES SEL SECT SPDR FD,XLP,81369Y308,9,2022-12-05 00:00:00,Long,2025-07-25 00:00:00,76.38556,0,687.47,687.47,730.29,42.82,6.228635431364278,0,,
Portfolio Management IRA - 7350,CONSTELLATION BRANDS INC CL A,STZ,21036P108,2,2025-04-09 00:00:00,Short,2025-05-06 00:00:00,171.75,0,343.5,343.5,371.54,28.04,8.163027656477437,0,,
Portfolio Management IRA - 7350,CONSTELLATION BRANDS INC CL A,STZ,21036P108,6,2018-07-30 00:00:00,Long,2025-05-06 00:00:00,210.23333,0,1261.4,1261.4,1114.62,-146.78,-11.636277152370383,0,,
Portfolio Management IRA - 7350,CONSTELLATION BRANDS INC CL A,STZ,21036P108,2,2018-10-02 00:00:00,Long,2025-05-06 00:00:00,213.63,0,427.26,427.26,371.53,-55.73,-13.043580021532557,0,,
Portfolio Management IRA - 7350,CONSTELLATION BRANDS INC CL A,STZ,21036P108,2,2019-01-16 00:00:00,Long,2025-05-06 00:00:00,159.185,0,318.37,318.37,371.54,53.17,16.70069416088199,0,,
Portfolio Management IRA - 7854,CONSTELLATION BRANDS INC CL A,STZ,21036P108,19,2025-04-09 00:00:00,Short,2025-05-06 00:00:00,171.81632,0,3264.51,3264.51,3529.63,265.12,8.121280069596969,0,,
Portfolio Management IRA - 7854,CONSTELLATION BRANDS INC CL A,STZ,21036P108,23,2018-07-30 00:00:00,Long,2025-05-06 00:00:00,210.17478,0,4834.02,4834.02,4272.71,-561.31,-11.611660688205676,0,,
Portfolio Management IRA - 7854,CONSTELLATION BRANDS INC CL A,STZ,21036P108,5,2019-01-16 00:00:00,Long,2025-05-06 00:00:00,159.268,0,796.34,796.34,928.85,132.51,16.639877439284728,0,,
Portfolio Management IRA - 7854,CONSTELLATION BRANDS INC CL A,STZ,21036P108,33,2019-03-05 00:00:00,Long,2025-05-06 00:00:00,168.44091,0,5558.55,5558.55,6130.4,571.85,10.287754900108842,0,,
Portfolio Management IRA - 7854,CONSTELLATION BRANDS INC CL A,STZ,21036P108,9,2020-05-12 00:00:00,Long,2025-05-06 00:00:00,164.27,0,1478.43,1478.43,1671.93,193.5,13.088208437328788,0,,
Portfolio Management - 0827,CONSTELLATION BRANDS INC CL A,STZ,21036P108,16,2025-04-09 00:00:00,Short,2025-05-06 00:00:00,172.17563,0,2754.81,2754.81,2972.32,217.51,7.895644345708052,0,C,
Portfolio Management - 0827,CONSTELLATION BRANDS INC CL A,STZ,21036P108,11,2019-01-16 00:00:00,Long,2025-05-06 00:00:00,159.24091,0,1751.65,1751.65,2043.47,291.82,16.65972083464162,0,C,
Portfolio Management - 0827,CONSTELLATION BRANDS INC CL A,STZ,21036P108,47,2020-01-07 00:00:00,Long,2025-05-06 00:00:00,187.0566,0,8791.66,8791.66,8731.17,-60.49,-0.6880384364272504,0,C,
Portfolio Management IRA - 7350,CORTEVA INC,CTVA,22052L104,38,2023-02-21 00:00:00,Long,2025-05-06 00:00:00,60.77895,0,2309.6,2309.6,2369.61,60.01,2.598285417388292,0,,
Portfolio Management IRA - 7350,CORTEVA INC,CTVA,22052L104,1,2023-04-13 00:00:00,Long,2025-05-06 00:00:00,62.01,0,62.01,62.01,62.36,0.35,0.5644250927269795,0,,
Portfolio Management IRA - 7854,CORTEVA INC,CTVA,22052L104,247,2023-02-21 00:00:00,Long,2025-05-06 00:00:00,60.77899,0,15012.41,15012.41,15402.48,390.07,2.598316992408281,0,,
Portfolio Management IRA - 7854,CORTEVA INC,CTVA,22052L104,2,2023-04-13 00:00:00,Long,2025-05-06 00:00:00,61.995,0,123.99,123.99,124.72,0.73,0.5887571578353094,0,,
Portfolio Management - 0827,CORTEVA INC,CTVA,22052L104,279,2024-01-18 00:00:00,Long,2025-05-06 00:00:00,44.35,0,12373.65,12373.65,17397.95,5024.3,40.60483365862134,0,C,
Portfolio Management IRA - 7350,CROWN CASTLE INC,CCI,22822V101,7,2016-09-29 00:00:00,Long,2025-02-26 00:00:00,94.09429,0,658.66,658.66,643,-15.66,-2.3775544286885495,0,,
Portfolio Management IRA - 7350,CROWN CASTLE INC,CCI,22822V101,1,2016-10-03 00:00:00,Long,2025-02-26 00:00:00,93.37,0,93.37,93.37,91.86,-1.51,-1.6172218057191816,0,,
Portfolio Management IRA - 7350,CROWN CASTLE INC,CCI,22822V101,1,2017-03-02 00:00:00,Long,2025-02-26 00:00:00,93.16,0,93.16,93.16,91.85,-1.31,-1.4061829111206527,0,,
Portfolio Management IRA - 7350,CROWN CASTLE INC,CCI,22822V101,1,2018-10-02 00:00:00,Long,2025-02-26 00:00:00,110,0,110,110,91.86,-18.14,-16.49090909090909,0,,
Portfolio Management IRA - 7854,CROWN CASTLE INC,CCI,22822V101,48,2018-07-30 00:00:00,Long,2025-02-26 00:00:00,109.115,0,5237.52,5237.52,4409.15,-828.37,-15.816073256044845,0,,
Portfolio Management IRA - 7854,CROWN CASTLE INC,CCI,22822V101,19,2019-01-16 00:00:00,Long,2025-02-26 00:00:00,107.20684,0,2036.93,2036.93,1745.29,-291.64,-14.317625053389168,0,,
Portfolio Management IRA - 7854,CROWN CASTLE INC,CCI,22822V101,1,2023-04-13 00:00:00,Long,2025-02-26 00:00:00,134.04,0,134.04,134.04,91.86,-42.18,-31.468218442256042,0,,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,73,2025-01-13 00:00:00,Short,2025-02-26 00:00:00,85.39877,0,6234.11,6234.11,6705.59,471.48,7.562907937139384,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,10,2016-09-06 00:00:00,Long,2025-02-26 00:00:00,83.973,0,839.73,839.73,918.57,78.84,9.388732092458289,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,3,2016-10-03 00:00:00,Long,2025-02-26 00:00:00,79.94333,0,239.83,239.83,275.58,35.75,14.906392027686277,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,23,2017-03-20 00:00:00,Long,2025-02-26 00:00:00,77.03217,0,1771.74,1771.74,2112.72,340.98,19.245487486877305,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,2,2017-05-22 00:00:00,Long,2025-02-26 00:00:00,86.005,0,172.01,172.01,183.71,11.7,6.801930120341841,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,11,2017-06-19 00:00:00,Long,2025-02-26 00:00:00,87.92091,0,967.13,967.13,1010.43,43.3,4.4771643936182315,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,3,2017-07-25 00:00:00,Long,2025-02-26 00:00:00,85.66667,0,257,257,275.57,18.57,7.22568093385214,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,6,2018-09-26 00:00:00,Long,2025-02-26 00:00:00,97.44167,0,584.65,584.65,551.15,-33.5,-5.729923886085692,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,11,2019-01-16 00:00:00,Long,2025-02-26 00:00:00,95.15273,0,1046.68,1046.68,1010.43,-36.25,-3.463331677303474,0,C,
Portfolio Management - 0827,CROWN CASTLE INC,CCI,22822V101,4,2019-03-11 00:00:00,Long,2025-02-26 00:00:00,110.465,0,441.86,441.86,367.43,-74.43,-16.844701941791516,0,C,
Portfolio Management IRA - 7350,CVS HEALTH CORP COM,CVS,126650100,16,2021-09-14 00:00:00,Long,2025-10-06 00:00:00,84.16875,0,1346.7,1346.7,1232.56,-114.14,-8.475532783841984,0,,
Portfolio Management IRA - 7350,CVS HEALTH CORP COM,CVS,126650100,22,2022-05-12 00:00:00,Long,2025-10-06 00:00:00,97.28,0,2140.16,2140.16,1694.76,-445.4,-20.811528110047846,0,,
Portfolio Management IRA - 7350,CVS HEALTH CORP COM,CVS,126650100,2,2023-04-13 00:00:00,Long,2025-10-06 00:00:00,75.045,0,150.09,150.09,154.07,3.98,2.651742287960557,0,,
Portfolio Management IRA - 7852,CVS HEALTH CORP COM,CVS,126650100,1,2025-07-25 00:00:00,Short,2025-10-06 00:00:00,60.28,0,60.28,60.28,77.03,16.75,27.786994027869937,0,,
Portfolio Management IRA - 7852,CVS HEALTH CORP COM,CVS,126650100,4,2022-05-12 00:00:00,Long,2025-10-06 00:00:00,97.28,0,389.12,389.12,308.14,-80.98,-20.811060855263158,0,,
Portfolio Management IRA - 7854,CVS HEALTH CORP COM,CVS,126650100,95,2021-09-14 00:00:00,Long,2025-10-06 00:00:00,84.16863,0,7996.02,7996.02,7318.3,-677.72,-8.475716669042848,0,,
Portfolio Management IRA - 7854,CVS HEALTH CORP COM,CVS,126650100,124,2022-05-12 00:00:00,Long,2025-10-06 00:00:00,97.28,0,12062.72,12062.72,9552.3,-2510.42,-20.811392455432937,0,,
